STFIPS,STNAME,Date,Stay_at_home,Enforcement,FEMA,Num_Trips,Num_Work,Num_Non_Work,Num_Out_of_county,TPMT,ANum_Trips,ANum_Work,ANum_Non_Work,APMT,Cases,Sum_Cases,Adj_Cases,Adj_Sum_Cases,Week,Is_Weekend,Time_Index,Approval,Population,date,National_Cases
42,PA,2020-02-02,0,0,0,53.28939288,9.076446397000002,44.21294649,-42.1473755,-1737.708992,0.041609388,0.007087065,0.034522323,-1.35683677,0.0,0.0,0.0,0.0,6,1,1,0.53,1280.706000290127,02/02/2020,0.0
44,RI,2020-02-02,0,0,0,9.160357989,1.339586149,7.82077184,-2.534899953,67.65505899,0.08663792699999999,0.012669698,0.07396822900000001,0.6398760920000001,0.0,0.0,0.0,0.0,6,1,1,0.36,105.73150012003404,02/02/2020,0.0
45,SC,2020-02-02,0,0,0,76.46649873999999,7.7458265950000005,68.72067214,7.753551541000001,-314.64039019999996,0.15040241699999998,0.015235313,0.135167104,-0.618868077,0.0,0.0,0.0,0.0,6,1,1,0.54,508.4126988464554,02/02/2020,0.0
46,SD,2020-02-02,0,0,0,13.71772525,2.9299010039999995,10.78782425,5.661508859,-44.834651640000004,0.155488336,0.033209984,0.122278353,-0.508193981,0.0,0.0,0.0,0.0,6,1,1,0.48,88.22350025020526,02/02/2020,0.0
47,TN,2020-02-02,0,0,0,140.25640869999998,10.47240502,129.78400359999998,22.29133796,407.468802,0.207173119,0.015468818,0.19170430100000002,0.601873265,0.0,0.0,0.0,0.0,6,1,1,0.56,677.0009998256578,02/02/2020,0.0
48,TX,2020-02-02,0,0,0,228.33604029999998,22.43274019,205.9033001,-21.15769984,-6538.540593,0.079554482,0.007815783,0.071738698,-2.2780906919999997,0.0,0.0,0.0,0.0,6,1,1,0.59,2870.184489416951,02/02/2020,0.0
49,UT(N),2020-02-02,0,0,0,18.663515349999997,4.064276726999999,14.599238630000002,10.87207254,488.44002639999997,0.059041112,0.012857138999999998,0.046183972000000004,1.545155971,0.0,0.0,0.0,0.0,6,1,1,55.0,316.1104985624254,02/02/2020,0.0
50,VT,2020-02-02,0,0,0,10.49345106,0.3466045803,10.14684648,7.744337209,179.2225824,0.16754698699999998,0.005534171,0.162012816,2.861613741,0.0,0.0,0.0,0.0,6,1,1,0.64,62.62990011273674,02/02/2020,0.0
51,VA,2020-02-02,0,0,0,69.66575106,8.311444085,61.354306969999996,-6.618183319000001,-972.5324251000001,0.081789537,0.009757867,0.072031669,-1.14178022,0.0,0.0,0.0,0.0,6,1,1,0.42,851.7684977236148,02/02/2020,0.0
53,WA,2020-02-02,0,0,0,59.32049791,4.054776176,55.26572174,3.780307995,386.54634500000003,0.078720432,0.005380834,0.07333959799999999,0.512960888,0.0,0.0,0.0,0.0,6,1,1,0.47,753.5591002600188,02/02/2020,0.0
54,WV,2020-02-02,0,0,0,31.886517650000002,4.800247778999999,27.086269870000002,6.300949952000001,119.70693390000001,0.17657521699999998,0.026581918,0.149993299,0.662890755,0.0,0.0,0.0,0.0,6,1,1,0.42,180.58319956644883,02/02/2020,0.0
55,WI,2020-02-02,0,0,0,120.8452388,3.993116959,116.8521219,33.58254664,616.7965788,0.20786759300000002,0.006868617,0.200998977,1.0609604609999999,0.0,0.0,0.0,0.0,6,1,1,0.49,581.3568005283055,02/02/2020,0.0
56,WY,2020-02-02,0,0,0,2.79368243,1.141060779,1.6526216519999999,-1.3476194209999999,-147.12939269999998,0.048355609,0.019750523,0.028605086000000002,-2.546649993,0.0,0.0,0.0,0.0,6,1,1,0.63,57.77369963430716,02/02/2020,0.0
1,AL,2020-02-03,0,0,0,78.53981331,12.53527156,66.00454175,15.213286919999998,734.5332383,0.160683073,0.025645667999999996,0.135037405,1.502767234,0.0,0.0,0.0,0.0,0,0,2,0.57,488.787100244218,02/03/2020,0.003
2,AK,2020-02-03,0,0,0,6.9848835860000005,-0.1659833175,7.150866903999999,-0.060157718779999994,-444.0848444,0.094718249,-0.00225081,0.09696905900000001,-6.021995672,0.0,0.0,0.0,0.0,0,0,2,0.43,73.7437997402169,02/03/2020,0.003
4,AZ,2020-02-03,0,0,0,-50.38249568,-0.4011283485,-49.981367330000005,3.4735297050000002,-285.8478867,-0.070252346,-0.000559325,-0.069693021,-0.398580586,0.0,0.001,0.0,0.0,0,0,2,0.52,717.1646008803749,02/03/2020,0.003
5,AR,2020-02-03,0,0,0,26.438608260000002,8.557586289,17.88102197,7.419296801,261.58284629999997,0.08772443099999999,0.028394437,0.059329994000000004,0.86794305,0.0,0.0,0.0,0.0,0,0,2,0.59,301.3824992492685,02/03/2020,0.003
